id,roomid,parentid,created_time,type,content,username,useraddress
10571,3502,\N,"2014-10-26 12:11:12","text","thnx","imran","139.190.44.225:5704"
10572,3502,\N,"2014-10-26 12:11:16","text","yw","icebergvx1","92.21.161.128:14122"
10573,3502,\N,"2014-10-26 12:11:48","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49664"
10574,3502,\N,"2014-10-26 12:11:55","ready","unready","icebergvx1","92.21.161.128:14122"
10575,3502,\N,"2014-10-26 12:12:12","ready","ready","icebergvx1","92.21.161.128:14122"
10576,3502,\N,"2014-10-26 12:12:12","private","Thanks, icebergvx1. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49664"
10577,3502,\N,"2014-10-26 12:12:42","ready","unready","icebergvx1","92.21.161.128:14122"
10578,3502,\N,"2014-10-26 12:13:52","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49664"
10579,3502,\N,"2014-10-26 12:14:00","ready","global unready","VirtualCarolyn","128.2.220.118:49664"
10580,3502,\N,"2014-10-26 12:14:02","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49664"
10581,3502,\N,"2014-10-26 12:14:23","text","yes","imran","139.190.44.225:5704"
10582,3502,\N,"2014-10-26 12:15:42","text","Propriety suits are restricted for all tha user as for business intelligence and Data analytics ...Etl too informatica is used that can not give benefit to students ","imran","139.190.44.225:5704"
10583,3502,\N,"2014-10-26 12:15:45","text","b)","imran","139.190.44.225:5704"
10584,3502,\N,"2014-10-26 12:16:51","text","open source tool like panthao business intelligence is useful for the student community beause that application can be download as PDIfor panthao website","imran","139.190.44.225:5704"
10585,3502,\N,"2014-10-26 12:17:09","text","virtualCarolyn?","imran","139.190.44.225:5704"
10586,3502,\N,"2014-10-26 12:17:28","text","hav u got he points I explained","imran","139.190.44.225:5704"
10587,3502,\N,"2014-10-26 12:17:32","text","?","imran","139.190.44.225:5704"
10588,3502,\N,"2014-10-26 12:17:41","ready","ready","imran","139.190.44.225:5704"
10589,3502,\N,"2014-10-26 12:17:42","private","Hang on until everyone is ready, imran.","VirtualCarolyn","128.2.220.118:49664"
10590,3505,\N,"2014-10-26 12:19:00","presence","join","VirtualCarolyn","128.2.220.118:49666"
10591,3502,\N,"2014-10-26 12:19:06","text","Propriety suits are restricted for all tha user as for business intelligence and Data analytics ...Etl too informatica is used that can not give benefit to students ..but if any one have the opportunity to but the informatica licenced tool. obviously can be useful .but yet we don&#39;t have acces","imran","139.190.44.225:5704"
10592,3505,\N,"2014-10-26 12:19:23","presence","join","dimitris","77.49.14.10:15307"
10593,3505,\N,"2014-10-26 12:19:26","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49666"
10594,3505,\N,"2014-10-26 12:19:36","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49666"
10595,3505,\N,"2014-10-26 12:19:39","presence","join","gauravkantgoel","182.68.108.255:63056"
10596,3502,\N,"2014-10-26 12:19:52","text","open source tool like panthao business intelligence is useful for the student community beause that application can be download as PDIfor panthao website","imran","139.190.44.225:5704"
10597,3502,\N,"2014-10-26 12:19:58","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49664"
10598,3505,\N,"2014-10-26 12:20:28","text","hello","dimitris","77.49.14.10:15307"
10599,3505,\N,"2014-10-26 12:20:39","text","Hi...My name is Gaurav Goel. I am from India. I work as a software developer for an IT company.","gauravkantgoel","182.68.108.255:63056"
10600,3505,\N,"2014-10-26 12:21:15","text","i am from serres greece and i work in the public sector as a senior analyst in human resources","dimitris","77.49.14.10:15307"
10601,3505,\N,"2014-10-26 12:21:40","text","Nice to meet you Dimitris","gauravkantgoel","182.68.108.255:63056"
10602,3502,\N,"2014-10-26 12:22:02","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49664"
10603,3502,\N,"2014-10-26 12:22:10","presence","leave","VirtualCarolyn","128.2.220.118:49664"
10604,3505,\N,"2014-10-26 12:22:19","text","your name i Gaurav or Goel?","dimitris","77.49.14.10:15307"
10605,3505,\N,"2014-10-26 12:22:29","text","your name is Gaurav or Goel?","dimitris","77.49.14.10:15307"
10606,3505,\N,"2014-10-26 12:22:30","text","My first name is Gaurav","gauravkantgoel","182.68.108.255:63056"
10607,3505,\N,"2014-10-26 12:22:37","text","ok then!!","dimitris","77.49.14.10:15307"
10608,3505,\N,"2014-10-26 12:22:39","text","Goel is my sir name","gauravkantgoel","182.68.108.255:63056"
10609,3505,\N,"2014-10-26 12:22:56","text","nice to meet you too Guarav","dimitris","77.49.14.10:15307"
10610,3505,\N,"2014-10-26 12:23:20","text","We're going to have to move on soon.","VirtualCarolyn","128.2.220.118:49666"
10611,3505,\N,"2014-10-26 12:23:41","text","yes i am ready if you are","dimitris","77.49.14.10:15307"
10612,3505,\N,"2014-10-26 12:23:54","text","yes","gauravkantgoel","182.68.108.255:63056"
10613,3505,\N,"2014-10-26 12:23:57","ready","ready","dimitris","77.49.14.10:15307"
10614,3505,\N,"2014-10-26 12:23:58","text","I think we're all ready.","VirtualCarolyn","128.2.220.118:49666"
10615,3505,\N,"2014-10-26 12:24:00","ready","global unready","VirtualCarolyn","128.2.220.118:49666"
10616,3505,\N,"2014-10-26 12:24:02","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49666"
10617,3505,\N,"2014-10-26 12:24:08","ready","global unready","VirtualCarolyn","128.2.220.118:49666"
10618,3502,\N,"2014-10-26 12:24:09","text","k","imran","139.190.44.225:5704"
10619,3505,\N,"2014-10-26 12:24:10","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49666"
10620,3508,\N,"2014-10-26 12:24:45","presence","join","VirtualCarolyn","128.2.220.118:49668"
10621,3508,\N,"2014-10-26 12:24:56","presence","join","cgoussous","86.108.28.186:61426"
10622,3508,\N,"2014-10-26 12:24:59","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49668"
10623,3508,\N,"2014-10-26 12:25:09","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49668"
10624,3505,\N,"2014-10-26 12:25:26","text","Learning analytics i think is the best way to translate numbers into meaningfull evidence","dimitris","77.49.14.10:15307"
10625,3505,\N,"2014-10-26 12:25:38","text","I found 1 thing very interesting - Using visualization tools like Tableau we can view our data in a completely different way which can provide insights, otherwise unknown","gauravkantgoel","182.68.108.255:63056"
10626,3508,\N,"2014-10-26 12:25:54","presence","leave","cgoussous","86.108.28.186:61426"
10627,3505,\N,"2014-10-26 12:26:45","text","as you rightly said, using these techniques, numbers can be translated into meaningful evidence and this can be beautifully expressed using Tableau","gauravkantgoel","182.68.108.255:63056"
10628,3508,\N,"2014-10-26 12:28:06","presence","join","psbots","111.92.99.152:53186"
10629,3508,\N,"2014-10-26 12:28:53","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49668"
10630,3508,\N,"2014-10-26 12:29:15","text","Hi, I&#39;m Praveen, a student of Engineering from India.","psbots","111.92.99.152:53186"
10631,3505,\N,"2014-10-26 12:29:31","text","Tableau is a very easy to use tool ","dimitris","77.49.14.10:15307"
10632,3505,\N,"2014-10-26 12:30:06","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49666"
10633,3508,\N,"2014-10-26 12:30:11","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49668"
10634,3508,\N,"2014-10-26 12:30:17","ready","global unready","VirtualCarolyn","128.2.220.118:49668"
10635,3508,\N,"2014-10-26 12:30:19","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:49668"
10636,3505,\N,"2014-10-26 12:30:24","text","ok i agree","dimitris","77.49.14.10:15307"
10637,3505,\N,"2014-10-26 12:30:32","ready","ready","dimitris","77.49.14.10:15307"
10638,3505,\N,"2014-10-26 12:30:32","private","Hang on until everyone is ready, dimitris.","VirtualCarolyn","128.2.220.118:49666"
10639,3508,\N,"2014-10-26 12:31:14","presence","leave","psbots","111.92.99.152:53186"
10640,3511,\N,"2014-10-26 12:32:00","presence","join","VirtualCarolyn","128.2.220.118:49670"
10641,3505,\N,"2014-10-26 12:32:10","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49666"
10642,3511,\N,"2014-10-26 12:32:15","presence","join","madanram","122.178.192.149:47113"
10643,3511,\N,"2014-10-26 12:32:20","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49670"
10644,3505,\N,"2014-10-26 12:32:22","ready","global unready","VirtualCarolyn","128.2.220.118:49666"
10645,3505,\N,"2014-10-26 12:32:24","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49666"
10646,3511,\N,"2014-10-26 12:32:30","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49670"
10647,3511,\N,"2014-10-26 12:32:37","presence","join","psbots","111.92.99.152:53237"
10648,3511,\N,"2014-10-26 12:32:45","text","Hi I am madan, ","madanram","122.178.192.149:47113"
10649,3511,\N,"2014-10-26 12:33:06","text","Hi, I&#39;m Praveen.","psbots","111.92.99.152:53237"
10650,3511,\N,"2014-10-26 12:33:40","text","I&#39;m an engineering student from India. What about you?","psbots","111.92.99.152:53237"
10651,3505,\N,"2014-10-26 12:33:42","ready","ready","gauravkantgoel","182.68.108.255:63056"
10652,3511,\N,"2014-10-26 12:33:44","text","I work as software developer at sigmoid... ","madanram","122.178.192.149:47113"
10653,3505,\N,"2014-10-26 12:33:44","private","Thanks, gauravkantgoel. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49666"
10654,3261,\N,"2014-10-26 12:33:51","presence","join","capricious","86.99.176.51:62645"
10655,3511,\N,"2014-10-26 12:34:13","text","cool!","psbots","111.92.99.152:53237"
10656,3511,\N,"2014-10-26 12:34:17","text","I just completed my engineering  from PES institution ","madanram","122.178.192.149:47113"
10657,3511,\N,"2014-10-26 12:34:20","ready","ready","madanram","122.178.192.149:47113"
10658,3511,\N,"2014-10-26 12:34:22","ready","global unready","VirtualCarolyn","128.2.220.118:49670"
10659,3511,\N,"2014-10-26 12:34:24","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49670"
10660,3511,\N,"2014-10-26 12:34:30","ready","global unready","VirtualCarolyn","128.2.220.118:49670"
10661,3511,\N,"2014-10-26 12:34:32","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49670"
10662,3511,\N,"2014-10-26 12:35:28","text","Ok, so this week we got an introduction of the course along with the Tools that we&#39;ll be using.","psbots","111.92.99.152:53237"
10663,3511,\N,"2014-10-26 12:35:50","text","Yes, We used tabula for data visualization. I am exited to learn different tools.","madanram","122.178.192.149:47113"
10664,3508,\N,"2014-10-26 12:36:17","text","We're going to have to move on soon.","VirtualCarolyn","128.2.220.118:49668"
10665,3511,\N,"2014-10-26 12:36:26","text","I went ahead and installed Tableau and liked its interface. Me too excited to learn more about it and the other tools.","psbots","111.92.99.152:53237"
10666,3511,\N,"2014-10-26 12:36:35","ready","ready","psbots","111.92.99.152:53237"
10667,3511,\N,"2014-10-26 12:36:36","private","Hang on until everyone is ready, psbots.","VirtualCarolyn","128.2.220.118:49670"
10668,3511,\N,"2014-10-26 12:37:32","text","We are data centric company, Building open source software (Data analytics platform). Which are the previous course have u take? Is it your first course?","madanram","122.178.192.149:47113"
10669,3505,\N,"2014-10-26 12:37:52","text","adding in the toolsets ProM which is not realy easy to use but is very reliable","dimitris","77.49.14.10:15307"
10670,3505,\N,"2014-10-26 12:38:07","text","do you know that programm","dimitris","77.49.14.10:15307"
10671,3511,\N,"2014-10-26 12:38:16","text","I have taken some Engineering courses, (Mechanics and Material Sciences etc)","psbots","111.92.99.152:53237"
10672,3508,\N,"2014-10-26 12:38:19","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49668"
10673,3505,\N,"2014-10-26 12:38:20","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49666"
10674,3508,\N,"2014-10-26 12:38:31","ready","global unready","VirtualCarolyn","128.2.220.118:49668"
10675,3508,\N,"2014-10-26 12:38:33","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:49668"
10676,3505,\N,"2014-10-26 12:38:42","ready","ready","dimitris","77.49.14.10:15307"
10677,3505,\N,"2014-10-26 12:38:42","text","I think we're all ready.","VirtualCarolyn","128.2.220.118:49666"
10678,3505,\N,"2014-10-26 12:38:44","ready","global unready","VirtualCarolyn","128.2.220.118:49666"
10679,3505,\N,"2014-10-26 12:38:46","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49666"
10680,3511,\N,"2014-10-26 12:38:52","text","I&#39;m interested in Computer aided Engineering and learning, so thought this would be useful.","psbots","111.92.99.152:53237"
10681,3505,\N,"2014-10-26 12:38:54","ready","global unready","VirtualCarolyn","128.2.220.118:49666"
10682,3505,\N,"2014-10-26 12:38:56","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49666"
10683,3511,\N,"2014-10-26 12:39:59","text","btw, where is the company based in?","psbots","111.92.99.152:53237"
10684,3511,\N,"2014-10-26 12:40:01","text","nice, How much data analytics important for mechanical background... I am exited to under stand how you will be using data analytics , ","madanram","122.178.192.149:47113"
10685,3511,\N,"2014-10-26 12:40:09","text","Bnagalore","madanram","122.178.192.149:47113"
10686,3511,\N,"2014-10-26 12:40:30","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49670"
10687,3511,\N,"2014-10-26 12:40:35","ready","ready","madanram","122.178.192.149:47113"
10688,3511,\N,"2014-10-26 12:40:36","text","Okay, everyone. Let's move on...","VirtualCarolyn","128.2.220.118:49670"
10689,3511,\N,"2014-10-26 12:40:38","ready","global unready","VirtualCarolyn","128.2.220.118:49670"
10690,3511,\N,"2014-10-26 12:40:40","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49670"
10691,3511,\N,"2014-10-26 12:40:52","ready","global unready","VirtualCarolyn","128.2.220.118:49670"
10692,3511,\N,"2014-10-26 12:40:54","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49670"
10693,3511,\N,"2014-10-26 12:41:04","text","ok, so there is enormous amount of data generated during manufacturing of parts. and its used for checking the quality, characteristics etc of the product.","psbots","111.92.99.152:53237"
10694,3502,\N,"2014-10-26 12:41:24","presence","leave","imran","139.190.44.225:5704"
10695,3511,\N,"2014-10-26 12:41:41","text","doing analysis on this data might help optimise the process and give better products.","psbots","111.92.99.152:53237"
10696,3511,\N,"2014-10-26 12:41:51","text","good, nice","madanram","122.178.192.149:47113"
10697,3505,\N,"2014-10-26 12:42:33","text","By dual layer structure, the Contents and Instructions are available on one hand while on other hand, we have interactions with other peers, group chats, blogs and free flow interaction","gauravkantgoel","182.68.108.255:63056"
10698,3511,\N,"2014-10-26 12:42:53","text","For the above question I chose b) option because, Those tools listed are not open source. what do you think","madanram","122.178.192.149:47113"
10699,3511,\N,"2014-10-26 12:44:08","ready","ready","madanram","122.178.192.149:47113"
10700,3511,\N,"2014-10-26 12:44:08","private","Hang on until everyone is ready, madanram.","VirtualCarolyn","128.2.220.118:49670"
10701,3511,\N,"2014-10-26 12:44:22","text","yes, functionally, choice b) is better.","psbots","111.92.99.152:53237"
10702,3508,\N,"2014-10-26 12:44:31","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49668"
10703,3511,\N,"2014-10-26 12:44:49","ready","unready","madanram","122.178.192.149:47113"
10704,3511,\N,"2014-10-26 12:44:51","ready","ready","madanram","122.178.192.149:47113"
10705,3511,\N,"2014-10-26 12:44:52","private","Thanks, madanram. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49670"
10706,3505,\N,"2014-10-26 12:44:52","text","Okay, let's get ready to finish up the discussion.","VirtualCarolyn","128.2.220.118:49666"
10707,3505,\N,"2014-10-26 12:45:02","ready","ready","dimitris","77.49.14.10:15307"
10708,3505,\N,"2014-10-26 12:45:02","private","Hang on until everyone is ready, dimitris.","VirtualCarolyn","128.2.220.118:49666"
10709,3511,\N,"2014-10-26 12:45:49","text","I suppose the tools used in the course are a mix of open and closed","psbots","111.92.99.152:53237"
10710,3505,\N,"2014-10-26 12:46:31","text","i think the dual layer stracture is very good as you can interact with others","dimitris","77.49.14.10:15307"
10711,3508,\N,"2014-10-26 12:46:33","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49668"
10712,3505,\N,"2014-10-26 12:46:35","ready","unready","dimitris","77.49.14.10:15307"
10713,3508,\N,"2014-10-26 12:46:41","ready","global unready","VirtualCarolyn","128.2.220.118:49668"
10714,3508,\N,"2014-10-26 12:46:43","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49668"
10715,3505,\N,"2014-10-26 12:46:45","ready","ready","dimitris","77.49.14.10:15307"
10716,3505,\N,"2014-10-26 12:46:46","private","Hang on until everyone is ready, dimitris.","VirtualCarolyn","128.2.220.118:49666"
10717,3505,\N,"2014-10-26 12:46:49","text","I will summarize by saying that we will be using several differnt tools like Tableau, Rapid Miner etc for learning the &quot;learning analytics&quot;. We will have quite a collaborative experience will our peers where we will share our understandings through different channels like social media , blogs etc","gauravkantgoel","182.68.108.255:63056"
10718,3511,\N,"2014-10-26 12:46:50","text","Have you read about tabula public, It is way we can share ,.... Do you which tools are open source. Tabula and RapidMiner which I have used are not open source","madanram","122.178.192.149:47113"
10719,3511,\N,"2014-10-26 12:46:50","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:49670"
10720,3505,\N,"2014-10-26 12:46:54","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49666"
10721,3505,\N,"2014-10-26 12:47:00","text","Thank you","gauravkantgoel","182.68.108.255:63056"
10722,3505,\N,"2014-10-26 12:47:04","presence","leave","VirtualCarolyn","128.2.220.118:49666"
10723,3505,\N,"2014-10-26 12:47:13","presence","leave","gauravkantgoel","182.68.108.255:63056"
10724,3505,\N,"2014-10-26 12:47:44","presence","leave","dimitris","77.49.14.10:15307"
10725,3511,\N,"2014-10-26 12:47:58","ready","unready","madanram","122.178.192.149:47113"
10726,3511,\N,"2014-10-26 12:47:59","ready","ready","madanram","122.178.192.149:47113"
10727,3511,\N,"2014-10-26 12:48:00","private","Hang on until everyone is ready, madanram.","VirtualCarolyn","128.2.220.118:49670"
10728,3511,\N,"2014-10-26 12:48:09","text","don&#39;t know much about it, but Gephi is open sourse software for visualisation.","psbots","111.92.99.152:53237"
10729,3511,\N,"2014-10-26 12:48:41","text","oh, yes Gephi is open source... I agree","madanram","122.178.192.149:47113"
10730,3511,\N,"2014-10-26 12:48:54","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49670"
10731,3511,\N,"2014-10-26 12:49:02","ready","global unready","VirtualCarolyn","128.2.220.118:49670"
10732,3511,\N,"2014-10-26 12:49:04","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49670"
10733,3511,\N,"2014-10-26 12:49:10","ready","ready","madanram","122.178.192.149:47113"
10734,3511,\N,"2014-10-26 12:49:10","private","Thanks, madanram. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49670"
10735,3511,\N,"2014-10-26 12:50:10","text","I felt course little bit confusing and difficult to track but need some mechanism to fallow in some order. ","madanram","122.178.192.149:47113"
10736,3511,\N,"2014-10-26 12:50:16","text","what do you think","madanram","122.178.192.149:47113"
10737,3511,\N,"2014-10-26 12:51:09","text","Although the structure is confusing, it is interesting to have distributed interactions, like our blogs and twitter. Yes, a proper tracking mechanism is very much required.","psbots","111.92.99.152:53237"
10738,3511,\N,"2014-10-26 12:51:58","text","which college are you from, ","madanram","122.178.192.149:47113"
10739,3511,\N,"2014-10-26 12:52:20","text","and its also great that we can reuse the work done by our peers and add on top of it. Feels just like the way we &quot;fork&quot; repos and build on top of it!","psbots","111.92.99.152:53237"
10740,3508,\N,"2014-10-26 12:52:39","text","We're going to have to move on soon.","VirtualCarolyn","128.2.220.118:49668"
10741,3511,\N,"2014-10-26 12:52:45","text","Cochin University, Kerala","psbots","111.92.99.152:53237"
10742,3511,\N,"2014-10-26 12:52:51","text","yes,... ","madanram","122.178.192.149:47113"
10743,3511,\N,"2014-10-26 12:53:09","ready","unready","madanram","122.178.192.149:47113"
10744,3511,\N,"2014-10-26 12:53:10","ready","ready","madanram","122.178.192.149:47113"
10745,3511,\N,"2014-10-26 12:53:10","private","Thanks, madanram. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:49670"
10746,3511,\N,"2014-10-26 12:53:50","ready","ready","psbots","111.92.99.152:53237"
10747,3511,\N,"2014-10-26 12:53:50","text","Moving on...","VirtualCarolyn","128.2.220.118:49670"
10748,3511,\N,"2014-10-26 12:53:52","ready","global unready","VirtualCarolyn","128.2.220.118:49670"
10749,3511,\N,"2014-10-26 12:53:54","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49670"
10750,3511,\N,"2014-10-26 12:53:55","ready","ready","madanram","122.178.192.149:47113"
10751,3511,\N,"2014-10-26 12:54:02","presence","leave","VirtualCarolyn","128.2.220.118:49670"
10752,3511,\N,"2014-10-26 12:54:33","text","thank you, bye... had a good time discussing on topic","madanram","122.178.192.149:47113"
10753,3511,\N,"2014-10-26 12:54:39","text","Nice talking to you. Looking forward to interacting more with you during the course. goodnight!","psbots","111.92.99.152:53237"
10754,3508,\N,"2014-10-26 12:54:43","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49668"
10755,3508,\N,"2014-10-26 12:54:52","presence","leave","VirtualCarolyn","128.2.220.118:49668"
10756,3511,\N,"2014-10-26 12:54:52","text","goodnight!!!","madanram","122.178.192.149:47113"
10757,3511,\N,"2014-10-26 12:54:55","presence","leave","madanram","122.178.192.149:47113"
10758,3511,\N,"2014-10-26 12:55:05","presence","leave","psbots","111.92.99.152:53237"
10759,3515,\N,"2014-10-26 13:24:15","presence","join","VirtualCarolyn","128.2.220.118:49672"
10760,3515,\N,"2014-10-26 13:24:25","presence","join","leekraus","204.111.12.150:36750"
10761,3515,\N,"2014-10-26 13:24:29","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49672"
10762,3515,\N,"2014-10-26 13:24:39","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49672"
10763,3515,\N,"2014-10-26 13:28:23","text","We're going to have to move on soon.","VirtualCarolyn","128.2.220.118:49672"
10764,3502,\N,"2014-10-26 13:29:31","presence","leave","icebergvx1","92.21.161.128:14122"
10765,3515,\N,"2014-10-26 13:29:36","text","hello","leekraus","204.111.12.150:36750"
10766,3515,\N,"2014-10-26 13:29:41","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49672"
10767,3515,\N,"2014-10-26 13:29:47","ready","global unready","VirtualCarolyn","128.2.220.118:49672"
10768,3515,\N,"2014-10-26 13:29:49","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49672"
10769,3515,\N,"2014-10-26 13:29:50","presence","leave","leekraus","204.111.12.150:36750"
10770,3515,\N,"2014-10-26 13:35:45","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49672"
10771,3515,\N,"2014-10-26 13:37:49","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:49672"
10772,3515,\N,"2014-10-26 13:38:01","ready","global unready","VirtualCarolyn","128.2.220.118:49672"
10773,3515,\N,"2014-10-26 13:38:03","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:49672"
10774,3515,\N,"2014-10-26 13:43:59","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:49672"
10775,3490,\N,"2014-10-26 13:44:32","presence","leave","learner33","207.255.203.163:50369"
10776,3515,\N,"2014-10-26 13:46:03","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:49672"
10777,3515,\N,"2014-10-26 13:46:11","ready","global unready","VirtualCarolyn","128.2.220.118:49672"
10778,3515,\N,"2014-10-26 13:46:13","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:49672"
10779,3515,\N,"2014-10-26 13:52:09","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49672"
10780,3515,\N,"2014-10-26 13:54:12","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:49672"
10781,3515,\N,"2014-10-26 13:54:21","presence","leave","VirtualCarolyn","128.2.220.118:49672"
10782,3517,\N,"2014-10-26 13:59:06","presence","join","VirtualCarolyn","128.2.220.118:49675"
10783,3517,\N,"2014-10-26 14:00:09","presence","join","Jeantar","70.30.199.242:57203"
10784,3517,\N,"2014-10-26 14:00:13","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:49675"
10785,3517,\N,"2014-10-26 14:00:23","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:49675"
10786,3517,\N,"2014-10-26 14:00:59","text","Hi my name is Jean Yves I am half french half mexican and I live in Montreal Canada. How are you?","Jeantar","70.30.199.242:57203"
10787,3517,\N,"2014-10-26 14:04:07","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:49675"
10788,3517,\N,"2014-10-26 14:05:25","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:49675"
10789,3517,\N,"2014-10-26 14:05:31","ready","global unready","VirtualCarolyn","128.2.220.118:49675"
10790,3517,\N,"2014-10-26 14:05:33","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:49675"
